owner_source,owner_locator,owner_id,owner_requirement,scope,cm_cluster,current_owning_module,current_ui_component,read_path,write_action_path,canonical_producer,api_service,persistence_evidence,authorization_capability,test_evidence,current_result,qualification
overall flow 5(4).docx,"Table 5, row 2 / D01",D01,Required advance payment must actually be received through the bank before operational launch,DIRECT,CM09 Advance / pre-start commercial gate,Contract,Mobilization,GET .../{id}/start-prerequisites; .../readiness-states,POST .../activate-project after readiness,Contract readiness/prerequisite projection,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ / PROJECT_ACTIVATE,test_admin_contract_owner_session.py; test_contract_mobilization_gap_closure.py,FAIL,Current gate is configurable/readiness-based; exact Contract-derived advance/start prerequisite chain is not complete.
overall flow 5(4).docx,"Table 5, row 3 / D02",D02,Preserve objective evidence of that payment,DIRECT,CM09 Advance / pre-start commercial gate,Contract + owning module,Mobilization,GET .../{id}/start-prerequisites; .../readiness-states,POST .../activate-project after readiness,Contract readiness/prerequisite projection,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ / PROJECT_ACTIVATE,test_admin_contract_owner_session.py; test_contract_mobilization_gap_closure.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 5(4).docx,"Table 5, row 4 / D03",D03,Only after the advance-payment condition is satisfied does the office formally activate/handoff the project for delivery,DIRECT,CM10 Project Activation / Project Code / Start Date,Contract,Mobilization,GET .../{id}/activation,POST .../activate-project,ProjectActivation + Project,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,PROJECT_ACTIVATE,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 5(4).docx,"Table 5, row 5 / D04",D04,Admin owns project-document checklist/collection,BOUNDARY,CM11 Client document collection / minimum Design handoff readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 5(4).docx,"Table 5, row 6 / D05",D05,Missing documents must be actively chased,BOUNDARY,CM11 Client document collection / minimum Design handoff readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 5(4).docx,"Table 5, row 7 / D06",D06,Admin can escalate local/client-access problems to Operations,BOUNDARY,CM11 Client documents / readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 5(4).docx,"Table 5, row 8 / D07",D07,Minimum Design handoff dossier = existing drawings + project sketch + title deed + ID,BOUNDARY,CM11 Client document collection / minimum Design handoff readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,FAIL,"Current source intake/follow-up exists, but the exact minimum Design dossier and downstream gating are not modeled."
overall flow 5(4).docx,"Table 5, row 9 / D08",D08,Remaining documents continue being gathered in parallel rather than unnecessarily blocking design,BOUNDARY,CM11 Client document collection / minimum Design handoff readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 5(4).docx,"Table 6, row 2 / E01",E01,Track contract/project start and contractual end,DIRECT,CM10 Project Activation / Project Code / Start Date,Contract,Mobilization,GET .../{id}/activation,POST .../activate-project,ProjectActivation + Project,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,PROJECT_ACTIVATE,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 5(4).docx,"Table 6, row 3 / E02",E02,Track project reference and current system/status,DIRECT,CM08 Operations handoff / contract operational monitoring,Contract + owning module,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 5(4).docx,"Table 6, row 4 / E03",E03,Track Owner-defined operating stages such as DC1/DC2,BOUNDARY,CM18 Canonical Project/Contract context,Contract + owning module,Overview / Sources,GET .../{id}/project-context,Owning Project/Client services,canonical Client/Project/Contract,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 5(4).docx,"Table 6, row 5 / E04",E04,Predict/flag likely lateness before contractual breach,DIRECT,CM08 Operations handoff / contract operational monitoring,Contract + owning module,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 5(4).docx,"Table 6, row 6 / E05",E05,Maintain operational schedule/Gantt-style plan,DIRECT,CM08 Operations handoff / contract operational monitoring,Contract + owning module,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 5(4).docx,"Table 6, row 7 / E06",E06,"Warn when contract extension should be requested, before expiry",DIRECT,CM03 Contract revision / amendment / history,Contract,ContractExtensionPanel / History,GET /api/admin/contracts/{id}/operations,POST .../extension-requests; .../extension-decisions,ContractRevision + ContractAdminEvidence,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_REVIEW_AUTHORITY,test_admin_contract_owner_session.py; browser owner hardening,FAIL,Extension request/decision history exists; proactive pre-expiry warning is not proven.
overall flow 5(4).docx,"Table 6, row 8 / E07",E07,Actively follow Engineering and system/submission progress,DIRECT,CM08 Operations handoff / contract operational monitoring,Contract + owning module,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 5(4).docx,"Table 6, row 9 / E08",E08,Escalate aged blockers; a single unanswered email cannot constitute adequate follow-up,DIRECT,CM08 Operations handoff / contract operational monitoring,Contract + owning module,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 5(4).docx,"Table 7, row 2 / F01",F01,Contract milestone/date should generate an invoice-due trigger,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 5(4).docx,"Table 7, row 3 / F02",F02,Operations tells invoice preparer when invoice becomes due,DIRECT,CM04 Maker / checker / independent review,Contract,Review,GET /api/admin/contracts/{id},POST .../checker,ContractRevision maker_checker,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_CHECKER,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 5(4).docx,"Table 7, row 4 / F03",F03,Invoice preparation/issue and payment/collection remain separate states,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 5(4).docx,"Table 7, row 5 / F04",F04,Collection owner follows issued invoice,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 5(4).docx,"Table 7, row 6 / F05",F05,"Overdue collection escalates through defined actions, including Owner where required",BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 5(4).docx,"Table 7, row 7 / F06",F06,Show causal chain: missing documents → delayed submission → delayed milestone → delayed invoice → cash impact,BOUNDARY,CM11 Client document collection / minimum Design handoff readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 5(4).docx,"Table 7, row 8 / F07",F07,Detect earned/completed milestone where invoice has not been raised,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 5(4).docx,"Table 8, row 2 / G01",G01,Activated/readied project handed to Design Manager,DIRECT,CM10 Project Activation / Project Code / Start Date,Contract,Mobilization,GET .../{id}/activation,POST .../activate-project,ProjectActivation + Project,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,PROJECT_ACTIVATE,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 5(4).docx,"Table 10, row 7 / I06",I06,Signed handover/receipt evidence permits operational contract closure,BOUNDARY,CM14 Downstream Engineering/Permit handoff context,Contract + owning module,Project context / Handover,GET .../{id}/project-context,Owning Engineering/Permit handoff action,Engineering/Permit owning workflow,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,owning Engineering/Permit capability,test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 5(4).docx,"Table 12, row 6 / K05",K05,Separate maker/reviewer functions for consequential work,DIRECT,CM04 Maker / checker / independent review,Contract,Review,GET /api/admin/contracts/{id},POST .../checker,ContractRevision maker_checker,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_CHECKER,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 6(3).docx,"Table 4, row 5 / A04",A04,"Preserve chronological history of submissions, approvals, comments, corrections and handoffs",DIRECT,CM08 Operations / delay / exception control,Contract + owning module,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 6(3).docx,"Table 6, row 7 / C06",C06,Show Contract Date,DIRECT,CM07 Contract terms / payment schedule / deliverables / client inputs,Contract,ContractRevisionEditor / ContractCommitments,GET /api/admin/contracts/{id},PATCH .../{id}; POST .../commercial-terms; .../deliverables; .../client-inputs,ContractRevision-bound commitment rows,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 6(3).docx,"Table 6, row 8 / C07",C07,Show contractual Period / Days,DIRECT,CM07 Contract terms / schedule / dates,Contract,ContractRevisionEditor / ContractCommitments,GET /api/admin/contracts/{id},PATCH .../{id}; POST .../commercial-terms; .../deliverables; .../client-inputs,ContractRevision-bound commitment rows,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 6(3).docx,"Table 6, row 9 / C08",C08,Derive days remaining / days overdue from dates and contractual period,DIRECT,CM15 Authorization/forms sent with Contract / AI assist,Contract,FormsAndAuthorizations / Intelligence,GET /api/admin/contracts/{id}; GET /api/admin/forms,Content Library owns governed Form mutations,Master Content / Forms projection,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ + Content Library policy,test_source15_current_contract_controls.py; test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 6(3).docx,"Table 6, row 10 / C09",C09,Show advance-payment status/value without conflating it with remaining days,DIRECT,CM09 Advance / pre-start commercial gate,Contract + owning module,Mobilization,GET .../{id}/start-prerequisites; .../readiness-states,POST .../activate-project after readiness,Contract readiness/prerequisite projection,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ / PROJECT_ACTIVATE,test_admin_contract_owner_session.py; test_contract_mobilization_gap_closure.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 6(3).docx,"Table 6, row 11 / C10",C10,Give Owner/staff one consolidated operational row spanning Project + Permit + Contract timing + payment context,BOUNDARY,CM14 Downstream Engineering/Permit handoff context,Contract + owning module,Project context / Handover,GET .../{id}/project-context,Owning Engineering/Permit handoff action,Engineering/Permit owning workflow,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,owning Engineering/Permit capability,test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 6(3).docx,"Table 10, row 2 / G01",G01,Technical/regulatory completion must remain separate from commercial/financial completion,BOUNDARY,CM14 Downstream Engineering/Permit handoff context,Contract + owning module,Project context / Handover,GET .../{id}/project-context,Owning Engineering/Permit handoff action,Engineering/Permit owning workflow,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,owning Engineering/Permit capability,test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 6(3).docx,"Table 10, row 3 / G02",G02,"A final approval can make the final invoice due, as in the D Ring example",BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 6(3).docx,"Table 10, row 4 / G03",G03,Detect work/milestone complete but invoice not yet issued,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 6(3).docx,"Table 10, row 5 / G04",G04,"“Cameras with owner” must be a client/external dependency, not a generic AMEC blocker",DIRECT,CM08 Operations / delay / exception control,Contract + owning module,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 6(3).docx,"Table 10, row 6 / G05",G05,Attribute delay to the responsible client/external party rather than making AMEC appear late,DIRECT,CM08 Operations / delay / exception control,Contract + owning module,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 6(3).docx,"Table 10, row 7 / G06",G06,Use Contract Date + contractual Period + remaining/overdue days to generate an exception before a project becomes dangerously late,DIRECT,CM07 Contract terms / payment schedule / deliverables / client inputs,Contract,ContractRevisionEditor / ContractCommitments,GET /api/admin/contracts/{id},PATCH .../{id}; POST .../commercial-terms; .../deliverables; .../client-inputs,ContractRevision-bound commitment rows,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 6(3).docx,"Table 13, row 5 / A04",A04,Contracting/legal party must be distinct from actual operational contact,DIRECT,CM17 Operational responsibilities / contacts,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 6(3).docx,"Table 15, row 7 / C06",C06,Contact needs provenance/currentness/verification,DIRECT,CM17 Operational roles / contacts,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 6(3).docx,"Table 15, row 8 / C07",C07,Client/owner should be informed at meaningful project-stage changes,DIRECT,CM08 Operations / delay / exception control,Contract,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,FAIL,"Current operations projection exposes status/risk/next action, but proactive alert and client-stage communication workflow is absent."
overall flow 6(3).docx,"Table 15, row 9 / C08",C08,Preserve communications/follow-up history,DIRECT,CM17 Operational roles / contacts / communications,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 6(3).docx,"Table 15, row 10 / C09",C09,Assign project follow-up to a responsible AMEC employee without changing party truth,DIRECT,CM17 Operational responsibilities / contacts,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 6(3).docx,"Table 19, row 2 / G01",G01,"Owner is onboarding Safaa in batches—first six projects, then the next six",OUT_OF_SCOPE,None None,Outside Contract scope,Out-of-scope evidence,N/A,N/A,scope ledger,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,owning-module capability,scope evidence,NOT_APPLICABLE_WITH_PROOF,Workbook scope marks this row outside Contract/Mobilization; the owning module remains responsible.
overall flow 6(3).docx,"Table 19, row 3 / G02",G02,Staff should be able to self-learn a project's history from governed sources,DIRECT,CM08 Operations / delay / exception control,Contract + owning module,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 6(3).docx,"Table 19, row 4 / G03",G03,"A coordinator should be able to answer “what is this project, where is it, who do I call, where are we, what happens next?” from one place",BOUNDARY,CM18 Canonical Project/Contract context,Contract + owning module,Overview / Sources,GET .../{id}/project-context,Owning Project/Client services,canonical Client/Project/Contract,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 6(3).docx,"Table 19, row 5 / G04",G04,Role-sensitive depth: non-engineering operations staff should not need AutoCAD or engineering-detail comprehension to manage follow-up,DIRECT,CM08 Operations handoff / contract operational monitoring,Contract + owning module,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 7(3).docx,"Table 5, row 5 / P04",P04,"Acceptance may be signed Proposal, PO/LPO or equivalent explicit evidence",DIRECT,CM01 Proposal→Contract accepted commercial baseline,Contract,ContractRegister / Commercial,GET /api/admin/contracts/{id},POST /api/admin/contracts/from-proposal/{proposal_id}; PATCH /api/admin/contracts/{id},AcceptedProposalRevision + ContractRevision,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_READ,test_admin_contract_owner_session.py; proposals-contract tests,FAIL,Contract origin requires accepted Proposal revision; alternate signed Proposal/PO/LPO acceptance path is not implemented.
overall flow 7(3).docx,"Table 5, row 6 / P05",P05,PO/LPO stored as exact versioned evidence,DIRECT,CM01 Proposal→Contract accepted commercial baseline,Contract,ContractRegister / Commercial,GET /api/admin/contracts/{id},POST /api/admin/contracts/from-proposal/{proposal_id}; PATCH /api/admin/contracts/{id},AcceptedProposalRevision + ContractRevision,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_READ,test_admin_contract_owner_session.py; proposals-contract tests,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 5, row 7 / P06",P06,Compare PO/LPO with the exact Proposal before proceeding,DIRECT,CM01 Proposal→Contract accepted commercial baseline,Contract,ContractRegister / Commercial,GET /api/admin/contracts/{id},POST /api/admin/contracts/from-proposal/{proposal_id}; PATCH /api/admin/contracts/{id},AcceptedProposalRevision + ContractRevision,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_READ,test_admin_contract_owner_session.py; proposals-contract tests,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 5, row 8 / P07",P07,Price/payment/comments/terms mismatch must stop or return for review,DIRECT,CM01 Proposal/PO/LPO commercial reconciliation,Contract,ContractRegister / Commercial,GET /api/admin/contracts/{id},POST /api/admin/contracts/from-proposal/{proposal_id}; PATCH /api/admin/contracts/{id},AcceptedProposalRevision + ContractRevision,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_READ,test_admin_contract_owner_session.py; proposals-contract tests,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 5, row 9 / P08",P08,Client feedback/amendments enter controlled revision/review loop,DIRECT,CM03 Contract revision / amendment / history,Contract,ContractExtensionPanel / History,GET /api/admin/contracts/{id}/operations,POST .../extension-requests; .../extension-decisions,ContractRevision + ContractAdminEvidence,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_REVIEW_AUTHORITY,test_admin_contract_owner_session.py; browser owner hardening,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
